i.id;oa.id;i.name;oa.name;i.geo;oa.geo;dist (m);matching_name
11953;https://openalex.org/I4210118384;ACADEMY OF SCIENTIFIC RESEARCH AND TECHNOLOGY;Academy of Scientific Research and Technology;;30.06263, 31.24967;;True
11959;https://openalex.org/I124391630;ARAB OPEN UNIVERSITY;Arab Open University;;23.58413, 58.40778;;True
11960;https://openalex.org/I99731219;HIGHER INSTITUTE FOR APPLIED SCIENCES AND TECHNOLOGY;Higher Institute for Applied Sciences and Technology;;33.5102, 36.29128;;True
11963;https://openalex.org/I4389425477;SS. CYRIL AND METHODIUS UNIVERSITY, FACULTY OF NATURAL SCIENCES AND MATHEMATICS;Seismological Observatory at the Faculty of Natural Sciences and Mathematics, Ss. Cyril and Methodius University, Skopje, Republic of Macedonia;41.608635, 21.745275;41.99646, 21.43141;50364.0;False
11964;https://openalex.org/I4210157357;UNIVERSITY 'SS CYRIL & METHODIUS';University of Ss. Cyril and Methodius in Trnava;41.9973462, 21.4279956;48.37741, 17.58723;770387.0;False
11966;https://openalex.org/I184679254;UNIVERSITÉ SAINT-JOSEPH;Saint Joseph University;;33.89332, 35.50157;;True
11967;https://openalex.org/I4210122164;MINISTRY OF SCIENCE AND TECHNOLOGICAL DEVELOPMENT;Ministry of Education, Science and Technological Development;;44.80401, 20.46513;;False
11975;https://openalex.org/I4210152645;FONDAZIONE HUMANITAS PER LA RICERCA;Fondazione Humanitas per la Ricerca;45.3720262, 9.1676517;45.38193, 9.1559;1434.0;True
11978;https://openalex.org/I4210110521;SWEDISH INSTITUTE FOR HEALTH ECONOMICS;Swedish Institute for Health Economics;55.7011248, 13.1973849;55.70584, 13.19321;586.0;True
11979;https://openalex.org/I154526488;INSTITUT NATIONAL DE LA SANTÉ ET DE LA RECHERCHE MÉDICALE (NATIONAL INSTITUT OF HEALTH AND MEDICAL RESEARCH);Inserm;48.8267106, 2.3653748;48.85341, 2.3488;3207.0;False
11980;https://openalex.org/I94800806;BIRZEIT UNIVERSITY;Birzeit University;31.899636, 35.204223;31.96959, 35.19408;7837.0;True
11992;https://openalex.org/I8264552;LUBLIN UNIVERSITY OF TECHNOLOGY;Lublin University of Technology;51.2350987, 22.5491218;51.25, 22.56667;2059.0;True
11994;https://openalex.org/I211070993;UNIVERSITY OF NATIONAL AND WORLD ECONOMY;University of National and World Economy;;42.69751, 23.32415;;True
11995;https://openalex.org/I97553796;UNIVERSITY OF CRAIOVA;University of Craiova;45.1291247, 25.7442648;44.31667, 23.8;178198.0;True
11998;https://openalex.org/I4210128097;RESEARCH CENTER BORSTEL;Research Center Borstel - Leibniz Lung Center;;53.9675, 9.79963;;False
12001;https://openalex.org/I183067930;SHANGHAI JIAO TONG UNIVERSITY;Shanghai Jiao Tong University;;31.22222, 121.45806;;True
12002;https://openalex.org/I119454577;NANJING AGRICULTURAL UNIVERSITY;Nanjing Agricultural University;;32.06167, 118.77778;;True
12003;https://openalex.org/I4210141017;CHINA ANIMAL HEALTH AND EPIDEMIOLOGY CENTER;China Animal Health and Epidemiology Center;;36.06488, 120.38042;;True
12004;https://openalex.org/I4210162485;NATIONAL INSTITUTE OF VETERINARY RESEARCH;National Institute of Veterinary Research;;21.0245, 105.84117;;True
12005;https://openalex.org/I1289024836;MINISTRY OF AGRICULTURE, FORESTRY AND FISHERIES;Ministry of Agriculture, Forestry and Fisheries;;35.6895, 139.69171;;True
12017;https://openalex.org/I153267046;TECHNISCHE UNIVERSITÄT KAISERSLAUTERN;University of Kaiserslautern;;49.443, 7.77161;;True
12023;https://openalex.org/I36522303;ERNST-MORITZ-ARNDT-UNIVERSITY GREIFSWALD;Universität Greifswald;;54.09311, 13.38786;;False
12027;https://openalex.org/I2800004676;OBSERVATOIRE DE PARIS;Observatoire de Paris;;48.85341, 2.3488;;True
12029;https://openalex.org/I4210091658;INSTITUTE OF EXPERIMENTAL PHYSICS, SLOVAK ACADEMY OF SCIENCES;Institute of Experimental Physics of the Slovak Academy of Sciences;;48.71395, 21.25808;;False
12048;https://openalex.org/I861853513;"UNIVERSITÀ DEGLI STUDI DI ROMA ""LA SAPIENZA""";Sapienza University of Rome;41.9012278, 12.5123963;41.89193, 12.51133;1038.0;True
12051;https://openalex.org/I4407990293;UNIVERSITÉ LOUIS PASTEUR;Université Marie et Louis Pasteur;;47.24878, 6.01815;;False
12054;https://openalex.org/I4210142755;CAP SCIENCES;Cap Sciences (France);;44.84044, -0.5805;;False
12064;https://openalex.org/I172656520;ESTONIAN ACADEMY OF SCIENCES;Estonian Academy of Sciences;;59.43696, 24.75353;;True
12072;https://openalex.org/I4210155000;AGENZIA REGIONALE PER LA TECNOLOGIA E L'INNOVAZIONE;Agenzia Regionale per la Tecnologia e l'Innovazione;;41.12066, 16.86982;;True
12073;https://openalex.org/I68618741;POLITECNICO DI BARI;Polytechnic University of Bari;;41.12066, 16.86982;;True
12074;https://openalex.org/I106296451;UNIVERSITÀ DEGLI STUDI DI FOGGIA;University of Foggia;;41.45845, 15.55188;;True
12076;https://openalex.org/I4210105814;ISRAEL NATIONAL MUSEUM OF SCIENCE, TECHNOLOGY AND SPACE;Madatech;;32.81841, 34.9885;;False
12077;https://openalex.org/I13955877;BAR-ILAN UNIVERSITY;Bar-Ilan University;;32.08227, 34.81065;;True
12078;https://openalex.org/I4210145032;MIGAL - GALILEE TECHNOLOGY CENTER;Migal - Galilee Technology Center;;33.20733, 35.57212;;True
12082;https://openalex.org/I376102;AGRICULTURAL RESEARCH ORGANIZATION, THE VOLCANI CENTER;Agricultural Research Organization;;31.97102, 34.78939;;False
12085;https://openalex.org/I71209653;"UNIVERSITÀ COMMERCIALE ""LUIGI BOCCONI""";Bocconi University;45.4483869, 9.1903158;45.46427, 9.18951;1767.0;False
12086;https://openalex.org/I145847075;TECHNISCHE UNIVERSITÄT WIEN;TU Wien;48.1989798, 16.3699039;48.20849, 16.37208;1070.0;True
12087;https://openalex.org/I887968799;RWTH AACHEN UNIVERSITY;RWTH Aachen University;50.7778745, 6.0771284;50.77664, 6.08342;463.0;True
12089;https://openalex.org/I140275651;UNIVERSITY OF PANNONIA;University of Pannonia;;47.09327, 17.91149;;True
12094;https://openalex.org/I4387153096;COMPUTER VISION CENTER;Computer Vision Center;;41.49109, 2.14079;;True
12095;https://openalex.org/I148261361;INSTITUT DE PHYSIQUE DU GLOBE;Institut de physique du globe de Paris;;48.85341, 2.3488;;False
12099;https://openalex.org/I138689650;UNIVERSITÀ  DEGLI STUDI DI PADOVA;University of Padua;41.87194, 12.56738;45.40797, 11.88586;396990.0;False
12104;https://openalex.org/I3018483916;UMC UTRECHT;University Medical Center Utrecht;;52.09083, 5.12222;;True
12106;https://openalex.org/I4210149693;NATIONAL RESEARCH CENTER FOR SCIENCE AND TECHNOLOGY FOR DEVELOPMENT;Chinese Academy of Science and Technology for Development;;39.9075, 116.39723;;True
12113;https://openalex.org/I26415053;UNIVERSITÀ DEGLI STUDI DELL'AQUILA;University of L'Aquila;42.3523446, 13.3961424;42.35055, 13.39954;343.0;True
12125;https://openalex.org/I138801177;UNIVERSITY OF ULSTER.;University of Ulster;;55.13333, -6.66667;;False
12128;https://openalex.org/I43313876;DALIAN MARITIME UNIVERSITY;Dalian Maritime University;;38.91222, 121.60222;;True
12129;https://openalex.org/I126520041;UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA;University of Science and Technology of China;;31.86389, 117.28083;;True
12136;https://openalex.org/I4401726891;STATE OF BERLIN;Abgeordnetenhaus Berlin;;52.52437, 13.41053;;False
12137;https://openalex.org/I4210119056;FONDAZIONE POLITECNICO DI MILANO;Fondazione Politecnico di Milano;;45.46427, 9.18951;;True
12142;https://openalex.org/I46043019;UNIVERSITÄT DER KÜNSTE BERLIN;Berlin University of the Arts;;52.52437, 13.41053;;True
12147;https://openalex.org/I4210165582;DEIMOS ENGENHARIA;Deimos Engenharia (Portugal);;38.71667, -9.13333;;False
12152;https://openalex.org/I4210103201;NOVELTIS;Noveltis (France);43.554147, 1.482897;43.52935, 1.52999;4692.0;False
12155;https://openalex.org/I1293035123;MET OFFICE;Met Office;50.7259506, -3.4732344;50.7236, -3.52751;3829.0;True
12159;https://openalex.org/I4210117916;AGENZIA REGIONALE PREVENZIONE E AMBIENTE DELLA REGIONE EMILIA-ROMAGNA;Agenzia Regionale Prevenzione e Ambiente della Regione Emilia-Romagna;44.47902879999999, 11.3807203;44.64783, 10.92539;40664.0;True
12160;https://openalex.org/I4210094014;UNITED NATIONS OFFICE FOR PROJECT SERVICES;United Nations Office for Project Services;;55.67594, 12.56553;;True
12161;https://openalex.org/I4210103285;MINISTÈRE DE L'INTÉRIEUR;Ministère de l'Intérieur;48.8712191, 2.316482;48.85341, 2.3488;3084.0;True
12162;https://openalex.org/I4210128546;BUNDESANSTALT FÜR GEWÄSSERKUNDE;Federal Institute of Hydrology;50.3538577, 7.5982477;50.35357, 7.57883;1378.0;True
12164;https://openalex.org/I1324989862;METEOSCHWEIZ;Federal Office of Meteorology and Climatology MeteoSwiss;47.3782614, 8.5659507;47.36667, 8.55;1762.0;True
12165;https://openalex.org/I4210096968;LANTMÄTERIET;Lantmäteriet;60.66596269999999, 17.1321818;60.67452, 17.14174;1085.0;True
12166;https://openalex.org/I1314042554;METEOROLOGISK INSTITUTT;Norwegian Meteorological Institute;59.9427065, 10.7206139;59.91273, 10.74609;3623.0;True
12167;https://openalex.org/I2799374844;EUROPEAN-MEDITERRANEAN SEISMOLOGICAL CENTRE;European-Mediterranean Seismological Centre;48.593388, 2.192499;48.85341, 2.3488;31103.0;True
12169;https://openalex.org/I4210113730;MÉTÉO-FRANCE;Météo-France;48.86228149999999, 2.3019523;43.60426, 1.44367;588369.0;True
12172;https://openalex.org/I172825728;DEUTSCHER WETTERDIENST;German Meteorological Service;50.10895, 8.736089999999999;50.10061, 8.76647;2357.0;True
12174;https://openalex.org/I4210092374;BAYERISCHES LANDESAMT FÜR UMWELT;Bayerisches Landesamt für Umwelt;48.3278933, 10.9020179;48.37154, 10.89851;4860.0;True
12177;https://openalex.org/I95457486;UNIVERSITY OF CALIFORNIA AT BERKELEY;University of California, Berkeley;;37.87159, -122.27275;;True
12179;https://openalex.org/I4210164866;SIGMUND-FREUD-INSTITUTE;Sigmund Freud Institut;;50.11552, 8.68417;;False
12182;https://openalex.org/I106157433;UNIVERSITÄT KASSEL;University of Kassel;;51.31667, 9.5;;True
12184;https://openalex.org/I4210097091;THE HEBREW UNIVERSITY;American Friends of the Hebrew University;;40.71427, -74.00597;;False
12189;https://openalex.org/I4210140290;INTERNATIONAL ECOLOGICAL ENGINEERING SOCIETY;International Ecological Engineering Society;;47.05983, 8.07389;;True
12221;https://openalex.org/I2610724;CHEMNITZ UNIVERSITY OF TECHNOLOGY;Chemnitz University of Technology;50.8385897, 12.9278666;50.8357, 12.92922;335.0;True
12223;https://openalex.org/I1850255;UNIVERSITY OF BASEL;University of Basel;;47.55839, 7.57327;;True
12226;https://openalex.org/I2898336195;THE NETHERLANDS CANCER INSTITUTE;The Netherlands Cancer Institute;;52.37403, 4.88969;;True
12232;https://openalex.org/I4210120699;INTERNATIONAL INSTITUTE OF MOLECULAR AND CELL BIOLOGY;International Institute of Molecular and Cell Biology;;52.22977, 21.01178;;True
12237;https://openalex.org/I44260953;HEINRICH HEINE UNIVERSITÄT DÜSSELDORF;Heinrich Heine University Düsseldorf;;51.22172, 6.77616;;False
12238;https://openalex.org/I24359323;ROBERT-KOCH-INSTITUT;Robert Koch Institute;;52.52437, 13.41053;;False
12239;https://openalex.org/I1310048521;FRIEDRICH-LOEFFLER-INSTITUT, FEDERAL INSTITUTE FOR ANIMAL HEALTH;Friedrich-Loeffler-Institut;;54.09311, 13.38786;;False
12250;https://openalex.org/I121748325;UNIVERSIDAD COMPLUTENSE DE MADRID.;Universidad Complutense de Madrid;;40.4165, -3.70256;;False
12251;https://openalex.org/I4210128644;ALETTA - INSTITUTE FOR WOMEN'S HISTORY;Atria;;52.37403, 4.88969;;False
12255;https://openalex.org/I4210146645;BALTIC INSTITUTE OF SOCIAL SCIENCES;Baltic Institute of Social Sciences;;56.946, 24.10589;;True
12260;https://openalex.org/I21449261;MASARYKOVA UNIVERZITA;Masaryk University;;49.19522, 16.60796;;True
12266;https://openalex.org/I40120149;UNIVERSITY OF OXFORD;University of Oxford;51.7576593, -1.2672369;51.75222, -1.25596;984.0;True
12271;https://openalex.org/I1290206253;MICROSOFT CORPORATION;Microsoft (United States);;47.67399, -122.12151;;True
12281;https://openalex.org/I4210164191;EUROPEAN BIOMASS INDUSTRY ASSOCIATION;European Biomass Industry Association;;50.85045, 4.34878;;True
12287;https://openalex.org/I4210167044;FOOD, AGRICULTURE AND NATURAL RESOURCES POLICY ANALYSIS NETWORK;Food, Agriculture and Natural Resources Policy Analysis Network;;-25.74486, 28.18783;;True
12290;https://openalex.org/I147168166;MOI UNIVERSITY;Moi University;;0.52036, 35.26993;;True
12291;https://openalex.org/I4210113925;TANZANIA TRADITIONAL ENERGY DEVELOPMENT AND ENVIRONMENT ORGANISATION;Tanzania Traditional Energy Development and Environment Organisation;;-6.82349, 39.26951;;True
12293;https://openalex.org/I95023434;UNIVERSITY OF KWAZULU-NATAL;University of KwaZulu-Natal;;-29.8579, 31.0292;;True
12295;https://openalex.org/I59270414;INDIAN INSTITUTE OF SCIENCE;Indian Institute of Science Bangalore;;12.97194, 77.59369;;False
12298;https://openalex.org/I181391015;UNIVERSIDADE ESTADUAL DE CAMPINAS;Universidade Estadual de Campinas (UNICAMP);;-22.90556, -47.06083;;True
12299;https://openalex.org/I4210143450;WINROCK INTERNATIONAL INDIA;InsPIRE Network for Environment;;28.62137, 77.2148;;True
12301;https://openalex.org/I4210101327;TWIN;Twin Cities Orthopedics;;44.88969, -93.34995;;False
12302;https://openalex.org/I141509744;JOINT GRADUATE SCHOOL OF ENERGY AND ENVIRONMENT;Joint Graduate School of Energy and Environment;;13.75398, 100.50144;;True
12303;https://openalex.org/I1330402449;AFRICAN DEVELOPMENT BANK GROUP;African Development Bank Group;;5.35444, -4.00167;;True
12307;https://openalex.org/I1320745970;FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS;Food and Agriculture Organization of the United Nations;;41.89193, 12.51133;;True
12310;https://openalex.org/I4210088027;PRACTICAL ACTION;Practical Action;;-1.28333, 36.81667;;True
12315;https://openalex.org/I4210140915;GALAPAGOS NV;Galapagos (Netherlands);51.05783, 4.45336;52.15833, 4.49306;122401.0;False
12316;https://openalex.org/I4210103289;AZIENDA OSPEDALIERA- SPEDALI CIVILI DI BRESCIA;Azienda Socio Sanitaria Territoriale degli Spedali Civili di Brescia;;45.53558, 10.21472;;False
12317;https://openalex.org/I151939572;ATHLONE INSTITUTE OF TECHNOLOGY;Athlone Institute of Technology;;53.42278, -7.93722;;True
12319;https://openalex.org/I4210095884;DNAVISION;DNAVision (Belgium);;50.41136, 4.44448;;False
12323;https://openalex.org/I88155538;UNIVERSITY OF NAVARRA;Universidad de Navarra;;42.81687, -1.64323;;True
12324;https://openalex.org/I4210122345;INSTITUTE FOR RESEARCH IN BIOMEDICINE;Institute for Research in Biomedicine;;41.38879, 2.15899;;True
12325;https://openalex.org/I3133096102;REGENESYS;Regenesys Business School;;-26.20227, 28.04363;;False
12326;https://openalex.org/I120615911;GUERBET;Guerbet (France);;48.85341, 2.3488;;False
12340;https://openalex.org/I202697423;UNIVERSITÄT ZURICH;University of Zurich;47.3745947, 8.5488838;47.36667, 8.55;885.0;False
12345;https://openalex.org/I4210160192;INSTITUT D'INVESTIGACIONS BIOMEDIQUES AUGUST PI I SUNYER;Consorci Institut D'Investigacions Biomediques August Pi I Sunyer;41.3891189, 2.1517801;41.38879, 2.15899;603.0;False
12349;https://openalex.org/I65806277;UNIVERSITÉ DE LIMOGES;Université de Limoges;;45.83362, 1.24759;;True
12350;https://openalex.org/I4210140048;ISTITUTO NAZIONALE BIOSTRUTTURE E BIOSISTEMI;Istituto Nazionale Biostrutture e Biosistemi;;41.89193, 12.51133;;True
12351;https://openalex.org/I90267481;UMEÅ UNIVERSITET;Umeå University;;63.82842, 20.25972;;True
12353;https://openalex.org/I7877124;CHARITÉ-UNIVERSITÄTSMEDIZIN BERLIN;Charité - Universitätsmedizin Berlin;;52.52437, 13.41053;;False
12361;https://openalex.org/I2800006345;LEIDEN UNIVERSITY MEDICAL CENTER;Leiden University Medical Center;52.1677096, 4.4774736;52.15833, 4.49306;1489.0;True
12363;https://openalex.org/I157591606;UNIVERSITY OF MALAWI;University of Malawi;;-15.38596, 35.3188;;True
12364;https://openalex.org/I163423212;UNIVERSITY OF DOUALA;University of Douala;;4.04827, 9.70428;;True
12366;https://openalex.org/I129604602;UNIVERSITY OF SYDNEY;The University of Sydney;;-33.86785, 151.20732;;True
12367;https://openalex.org/I183935753;KING'S COLLEGE LONDON';King's College London;;51.50853, -0.12574;;False
12368;https://openalex.org/I2799884508;KANTONSSPITAL ST. GALLEN;Kantonsspital St. Gallen;;47.42391, 9.37477;;True
12373;https://openalex.org/I4210156707;FONDAZIONE IRCCS ISTITUTO NAZIONALE DEI TUMORI;Fondazione IRCCS Istituto Nazionale dei Tumori;46.1248416, 12.8788587;45.46427, 9.18951;295280.0;True
12385;https://openalex.org/I47508984;IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY & MEDICINE;Imperial College London;;51.50853, -0.12574;;False
12395;https://openalex.org/I177144353;PANTEION UNIVERSITY OF SOCIAL & POLITICAL SCIENCES;Panteion University;;37.98376, 23.72784;;False
12397;https://openalex.org/I82509713;MÄLARDALEN UNIVERSITY;Mälardalen University;;59.61617, 16.55276;;True
12398;https://openalex.org/I2972652528;FACHHOCHSCHULE NORDWESTSCHWEIZ (UNIVERSITY OF APPLIED SCIENCES NORTHWESTERN SWITZERLAND);FHNW University of Applied Sciences and Arts;;47.47899, 8.21842;;False
12400;https://openalex.org/I83579964;SZÉCHENYI ISTVÁN UNIVERSITY;Széchenyi István University;47.4906088, 19.0589103;47.68333, 17.63512;108908.0;True
12401;https://openalex.org/I62318514;UNIVERSITÄT DUISBURG-ESSEN;University of Duisburg-Essen;51.4405064, 7.3087257;51.45657, 7.01228;20621.0;True
12414;https://openalex.org/I4210144631;EUROPEAN JEWELLERY TECHNOLOGY NETWORK;European Jewellery Technology Network;;45.46427, 9.18951;;True
12419;https://openalex.org/I129877168;CARL VON OSSIETZKY UNIVERSITY OF OLDENBURG;Carl von Ossietzky Universität Oldenburg;;53.14118, 8.21467;;True
12421;https://openalex.org/I1293226324;UNITED NATIONS EDUCATIONAL SCIENTIFIC AND CULTURAL ORGANIZATION;UNESCO;;48.85341, 2.3488;;False
12424;https://openalex.org/I2801523276;BELGIAN FEDERAL SCIENCE POLICY OFFICE;Belgian Federal Science Policy Office;;50.85045, 4.34878;;True
12425;https://openalex.org/I4210086570;UNIVERSITY OF EDUCATION HEIDELBERG;Heidelberg University of Education;;49.40768, 8.69079;;False
12426;https://openalex.org/I129877168;Carl von Ossietzky University of Oldenburg;Carl von Ossietzky Universität Oldenburg;;53.14118, 8.21467;;True
12428;https://openalex.org/I4210164342;EVALUATIONS AND LANGUAGE RESOURCES DISTRIBUTION AGENCY;Evaluations and Language resources Distribution Agency;48.834923, 2.3489374;48.85341, 2.3488;2056.0;True
12442;https://openalex.org/I143379178;FZI FORSCHUNGSZENTRUM INFORMATIK;FZI Research Center for Information Technology;49.0117452, 8.42517068368889;49.00937, 8.40444;1535.0;True
12468;https://openalex.org/I21250087;UNIVERZITA KARLOVA;Charles University;50.08647615, 14.4246222336325;50.08804, 14.42076;326.0;True
12473;https://openalex.org/I23277345;BERLIN-BRANDENBURGISCHE AKADEMIE DER WISSENSCHAFTEN;Berlin-Brandenburg Academy of Sciences and Humanities;;52.52437, 13.41053;;True
12475;https://openalex.org/I90023481;NATIONAL INSTITUTE OF INFORMATION AND COMMUNICATIONS TECHNOLOGY;National Institute of Information and Communications Technology;;35.6895, 139.69171;;True
12476;https://openalex.org/I84653119;ACADEMIA SINICA;Academia Sinica;;25.05306, 121.52639;;True
12479;https://openalex.org/I4210114974;INTERUNIVERSITAIR MICRO-ELECTRONICA CENTRUM;IMEC;50.866704049999996, 4.677742878392847;50.87959, 4.70093;2168.0;True
12484;https://openalex.org/I335988729;UNIVERSIDAD IBEROAMERICANA;Universidad Iberoamericana;;18.47186, -69.89232;;True
12491;https://openalex.org/I33976269;XEROX;Xerox (France);48.97015825, 2.521099943492695;48.93564, 2.35387;12800.0;False
12500;https://openalex.org/I1326498283;INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET AUTOMATIQUE;Institut national de recherche en informatique et en automatique;48.8278506, 2.1319603;48.8205, 2.1311;820.0;False
12504;https://openalex.org/I86987016;Teknillinen korkeakoulu;KTH Royal Institute of Technology;;59.32938, 18.06871;;False
12510;https://openalex.org/I4210122071;MEDICAL UNIVERSITY OF LODZ;Medical University of Lodz;;51.77058, 19.47395;;True
12514;https://openalex.org/I180825142;CITY UNIVERSITY OF LONDON;City, University of London;51.527387, -0.102311561174021;51.50853, -0.12574;2650.0;False
12521;https://openalex.org/I2801536413;AGENCE FRANCE PRESSE;Agence France-Presse;48.8686558, 2.3408758;48.85341, 2.3488;1792.0;False
12522;https://openalex.org/I166337079;QUEEN MARY UNIVERSITY OF LONDON;Queen Mary University of London;51.5224102, -0.0422177;51.50853, -0.12574;5982.0;True
12539;https://openalex.org/I4210095248;DEUTSCHES RHEUMA FORSCHUNGSZENTRUM BERLIN;German Rheumatism Research Centre;;52.52437, 13.41053;;False
12564;https://openalex.org/I68214267;REGIONAL ENVIRONMENTAL CENTER FOR CENTRAL AND EASTERN EUROPE;Regional Environmental Center for Central and Eastern Europe;;47.66943, 19.07561;;True
12574;https://openalex.org/I4210089391;MOBIEL 21;Mobiel 21;;50.87959, 4.70093;;True
12575;https://openalex.org/I4210147783;SAVA;Sava (Slovenia);;46.05108, 14.50513;;False
12578;https://openalex.org/I4210140777;KULUTTAJATUTKIMUSKESKUS;National Consumer Research Centre;;60.16952, 24.93545;;True
12580;https://openalex.org/I4210148997;EKODOMA;Ekodoma (Latvia);56.9595994, 24.0042288;56.946, 24.10589;6347.0;False
12592;https://openalex.org/I4210121317;CENTRE FOR SUSTAINABLE ENERGY;Centre for Sustainable Energy;51.4588469, -2.59232181041025;51.45523, -2.59665;502.0;True
12603;https://openalex.org/I904495901;RUHR UNIVERSITÄT BOCHUM;Ruhr University Bochum;;51.48165, 7.21648;;False
12605;https://openalex.org/I69740276;METROPOLITAN UNIVERSITY;Tokyo Metropolitan University;;35.6895, 139.69171;;False
12606;https://openalex.org/I112412981;"NATIONAL UNIVERSITY ""KYIV-MOHYLA ACADEMY""";National University of Kyiv Mohyla Academy;;50.45466, 30.5238;;False
12608;https://openalex.org/I57570584;UDMURT STATE UNIVERSITY;Udmurt State University;;56.84976, 53.20448;;True
12611;https://openalex.org/I2802032835;CENTRE FOR INDEPENDENT SOCIAL RESEARCH;Centre for Independent Social Research;;59.93863, 30.31413;;True
12612;https://openalex.org/I1315890572;TOMSK STATE UNIVERSITY OF ARCHITECTURE AND BUILDING;Tomsk State University of Architecture and Building;;56.50032, 84.98204;;True
12613;https://openalex.org/I159176309;UNIVERSITÄT HAMBURG;Universität Hamburg;;53.55073, 9.99302;;True
12615;https://openalex.org/I194342707;BAKU STATE UNIVERSITY;Baku State University;;40.37767, 49.89201;;True
12616;https://openalex.org/I6932186;INSTITUTE OF SOCIAL RESEARCH;National Institute of Economic and Social Research;;51.50853, -0.12574;;False
12617;https://openalex.org/I4210117089;INSTITUTE OF HISTORY, ARCHAEOLOGY AND ETHNOGRAPHY;Institute of History, Archaeology and Ethnography of the Peoples of Far-East;;43.10562, 131.87354;;False
12619;https://openalex.org/I39343248;HUMBOLDT UNIVERSITÄT BERLIN;Humboldt-Universität zu Berlin;;52.52437, 13.41053;;False
12620;https://openalex.org/I180437899;UNIVERSITÄT BREMEN;University of Bremen;53.0824686, 8.822656499999999;53.07582, 8.80717;1271.0;True
12623;https://openalex.org/I2801841055;EURASIA FOUNDATION;Eurasia Foundation;40.4383208, 49.81345109999999;38.89511, -77.03637;9675981.0;True
12624;https://openalex.org/I8087733;UNIVERSITÄT TÜBINGEN;University of Tübingen;48.52701099999999, 9.063025999999999;48.52266, 9.05222;931.0;False
12626;https://openalex.org/I4210156983;INSTITUTE OF LINGUISTICS OF RAS;Institute of Linguistic Studies;55.6569323, 37.4927708;59.93863, 30.31413;637757.0;False
12628;https://openalex.org/I157338126;MOSCOW STATE PEDAGOGICAL UNIVERSITY;Moscow State Pedagogical University;55.755826, 37.6173;55.75222, 37.61556;415.0;True
12629;https://openalex.org/I44014704;ESTONIAN BIOCENTRE;Estonian Biocentre;;58.38062, 26.72509;;True
12631;https://openalex.org/I128931577;RUSSIAN STATE UNIVERSITY FOR HUMANITIES;Russian State University for the Humanities;;55.75222, 37.61556;;False
12633;https://openalex.org/I4210137589;INSTITUTE OF THE HUMANITIES;Institute for Humanities Research and Indigenous Studies of the North;;62.03389, 129.73306;;False
12635;https://openalex.org/I4210162819;INSTITUTE OF ORIENTAL STUDIES OF THE RUSSIAN ACADEMY OF SCIENCES;Institute of Oriental Studies;59.944115, 30.322106;55.75222, 37.61556;634535.0;True
12637;https://openalex.org/I2801380292;DEUTSCHES ARCHÄOLOGISCHES INSTITUT;Deutsches Archäologisches Institut, Zentrale;52.46071999999999, 13.30074;52.52437, 13.41053;10264.0;True
12643;https://openalex.org/I4400008923;FACULTY OF AGRICULTURE - UNIVERSITY OF BELGRADE;University of Belgrade - Faculty of Agriculture;44.8399641, 20.4119278179846;44.80401, 20.46513;5796.0;False
12649;https://openalex.org/I1293226324;UNITED NATIONS EDUCATIONAL, SCIENTIFIC AND CULTURAL ORGANIZATION -UNESCO;UNESCO;;48.85341, 2.3488;;False
12651;https://openalex.org/I128046966;ISTITUTO AFFARI INTERNAZIONALI;Istituto Affari Internazionali;41.9091851, 12.4761223;41.89193, 12.51133;3489.0;True
12662;https://openalex.org/I4210139254;FIRE UNIVERSITY;Akademia Pożarnicza;52.2717066, 20.9747184;52.22977, 21.01178;5302.0;True
12668;https://openalex.org/I36522303;ERNST-MORITZ-ARNDT-UNIVERSITÄT GREIFSWALD;Universität Greifswald;;54.09311, 13.38786;;True
12679;https://openalex.org/I100930933;UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIVERSITY OF IRELAND, DUBLIN;University College Dublin;53.3070621, -6.22532774688726;53.33306, -6.24889;3287.0;False
12681;https://openalex.org/I165690674;OREGON HEALTH AND SCIENCE UNIVERSITY;Oregon Health & Science University;;45.52345, -122.67621;;False
12682;https://openalex.org/I150744194;WASEDA UNIVERSITY;Waseda University;;35.6895, 139.69171;;True
12686;https://openalex.org/I108290504;UNIVERSITY OF PISA;University of Pisa;;43.70853, 10.4036;;True
12687;https://openalex.org/I143397708;INNSBRUCK MEDICAL UNIVERSITY;Innsbruck Medical University;;47.26266, 11.39454;;True
12689;https://openalex.org/I4210128757;BEAUMONT HOSPITAL;Beaumont Hospital, Royal Oak;;42.48948, -83.14465;;False
12691;https://openalex.org/I21250087;CHARLES UNIVERSITY, PRAGUE;Charles University;;50.08804, 14.42076;;False
12698;https://openalex.org/I4210131302;TEKNOLOGISK INSTITUTT AS;National Institute of Technology;59.9212429, 10.7469707;59.91273, 10.74609;948.0;True
12713;https://openalex.org/I4387154366;Université Paris Diderot-Paris 7;Université Paris Diderot;48.8302665, 2.3812968;48.85341, 2.3488;3504.0;False
12714;https://openalex.org/I67061984;STIFTELSEN NILU;NILU;59.97443, 11.048794;59.95597, 11.04918;2053.0;True
